City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
313,perry,37.2506,-83.1999,25.100000000000023,79,100,4.25,US,1711994494
314,ghadamis,30.1337,9.5007,29.370000000000005,8,0,4.19,LY,1711994494
315,shangrao,28.4532,117.9686,18.910000000000025,97,100,1.01,CN,1711994495
316,shuangcheng,45.35,126.2833,-4.17999999999995,43,64,2.77,CN,1711994495
317,kulhudhuffushi,6.6221,73.07,29.170000000000016,69,37,1.43,MV,1711994495
318,manchester,53.4809,-2.2374,11.129999999999995,75,20,1.03,GB,1711994333
319,vuosaari,60.2083,25.1436,10.590000000000032,83,0,3.6,FI,1711994496
320,nemuro,43.3236,145.575,0.0,79,77,4.29,JP,1711994480
321,pamandzi,-12.7967,45.2794,27.879999999999995,83,100,1.54,YT,1711994465
322,yoloten,37.2989,62.3597,16.189999999999998,29,83,4.83,TM,1711994496
323,guacimo,10.2104,-83.6807,34.0,35,6,3.25,CR,1711994497
324,hithadhoo,-0.6,73.0833,29.28000000000003,73,98,2.93,MV,1711994497
325,keflavik,64.0049,-22.5624,-2.0499999999999545,50,20,14.4,IS,1711994472
326,thouars,46.976,-0.2151,11.220000000000027,87,50,7.69,FR,1711994497
